x,y,t,h
1.3,5.1,0,1.0
1.4,5.1,0,1.0
1.5,5.1,0,1.0
1.6,5.1,0,1.0
1.7,5.1,0,1.0
1.8,5.1,0,1.0
1.9,5.1,0,1.0
2.0,5.1,0,1.0
2.1,5.1,0,1.0
2.2,5.1,0,1.0
2.3,5.1,0,1.0
2.4,5.1,0,1.0
2.5,5.1,0,1.0
2.6,5.1,0,1.0
2.7,5.1,0,1.0
2.8,5.1,0,1.0
2.9,5.1,0,1.0
3.0,5.1,0,1.0
3.1,5.1,0,1.0
3.2,5.1,0,1.0
3.3,5.1,0,1.0
3.4,5.1,0,1.0
3.5,5.1,0,1.0
3.6,5.1,0,1.0
3.7,5.1,0,1.0
3.8,5.1,0,1.0
3.9,5.1,0,1.0
4.0,5.1,0,1.0
4.1,5.1,0,1.0
4.2,5.1,0,1.0
4.3,5.1,0,1.0
4.4,5.1,0,1.0
4.5,5.1,0,1.0
4.6,5.1,0,1.0
4.7,5.1,0,1.0
4.8,5.1,0,1.0
4.9,5.1,0,1.0
5.0,5.1,0,1.0
5.1,5.1,0,1.0
5.2,5.1,0,1.0
5.3,5.1,0,1.0
5.4,5.1,0,1.0
5.5,5.1,0,1.0
5.6,5.1,0,1.0
5.7,5.1,0,1.0
5.8,5.1,0,1.0
5.9,5.1,0,1.0
6.0,5.1,0,1.0
6.1,5.1,0,1.0
6.2,5.1,0,1.0
6.3,5.1,0,1.0
6.4,5.1,0,1.0
6.5,5.1,0,1.0
6.6,5.1,0,1.0
6.7,5.1,0,1.0
6.8,5.1,0,1.0
6.9,5.1,0,1.0
7.0,5.1,0,1.0
7.1,5.1,0,1.0
7.2,5.1,0,1.0
7.3,5.1,0,1.0
7.4,5.1,0,1.0
7.5,5.1,0,1.0
7.6,5.1,0,1.0
7.7,5.1,0,1.0
7.8,5.1,0,1.0
7.9,5.1,0,1.0
8.0,5.1,0,1.0
8.1,5.1,0,1.0
8.2,5.1,0,1.0
8.3,5.1,0,1.0
8.4,5.1,0,1.0
8.5,5.1,0,1.0
8.6,5.1,0,1.0
8.7,5.1,0,1.0
8.8,5.1,0,1.0
8.9,5.1,0,1.0
9.0,5.1,0,1.0
9.1,5.1,0,1.0
9.2,5.1,0,1.0
9.3,5.1,0,1.0
9.4,5.1,0,1.0
9.5,5.1,0,1.0
9.6,5.1,0,1.0
9.7,5.1,0,1.0
9.8,5.1,0,1.0
9.9,5.1,0,1.0
10.0,5.1,0,1.0
0.0,5.2,0,1.0
0.1,5.2,0,1.0
0.2,5.2,0,1.0
0.3,5.2,0,1.0
0.4,5.2,0,1.0
0.5,5.2,0,1.0
0.6,5.2,0,1.0
0.7,5.2,0,1.0
0.8,5.2,0,1.0
0.9,5.2,0,1.0
1.0,5.2,0,1.0
1.1,5.2,0,1.0
1.2,5.2,0,1.0
1.3,5.2,0,1.0
1.4,5.2,0,1.0
1.5,5.2,0,1.0
1.6,5.2,0,1.0
1.7,5.2,0,1.0
1.8,5.2,0,1.0
1.9,5.2,0,1.0
2.0,5.2,0,1.0
2.1,5.2,0,1.0
2.2,5.2,0,1.0
2.3,5.2,0,1.0
2.4,5.2,0,1.0
2.5,5.2,0,1.0
2.6,5.2,0,1.0
2.7,5.2,0,1.0
2.8,5.2,0,1.0
2.9,5.2,0,1.0
3.0,5.2,0,1.0
3.1,5.2,0,1.0
3.2,5.2,0,1.0
3.3,5.2,0,1.0
3.4,5.2,0,1.0
3.5,5.2,0,1.0
3.6,5.2,0,1.0
3.7,5.2,0,1.0
3.8,5.2,0,1.0
3.9,5.2,0,1.0
4.0,5.2,0,1.0
4.1,5.2,0,1.0
4.2,5.2,0,1.0
4.3,5.2,0,1.0
4.4,5.2,0,1.0
4.5,5.2,0,1.0
4.6,5.2,0,1.0
4.7,5.2,0,1.0
4.8,5.2,0,1.0
4.9,5.2,0,1.0
5.0,5.2,0,1.0
5.1,5.2,0,1.0
5.2,5.2,0,1.0
5.3,5.2,0,1.0
5.4,5.2,0,1.0
5.5,5.2,0,1.0
5.6,5.2,0,1.0
5.7,5.2,0,1.0
5.8,5.2,0,1.0
5.9,5.2,0,1.0
6.0,5.2,0,1.0
6.1,5.2,0,1.0
6.2,5.2,0,1.0
6.3,5.2,0,1.0
6.4,5.2,0,1.0
6.5,5.2,0,1.0
6.6,5.2,0,1.0
6.7,5.2,0,1.0
6.8,5.2,0,1.0
6.9,5.2,0,1.0
7.0,5.2,0,1.0
7.1,5.2,0,1.0
7.2,5.2,0,1.0
7.3,5.2,0,1.0
7.4,5.2,0,1.0
7.5,5.2,0,1.0
7.6,5.2,0,1.0
7.7,5.2,0,1.0
7.8,5.2,0,1.0
7.9,5.2,0,1.0
8.0,5.2,0,1.0
8.1,5.2,0,1.0
8.2,5.2,0,1.0
8.3,5.2,0,1.0
8.4,5.2,0,1.0
8.5,5.2,0,1.0
8.6,5.2,0,1.0
8.7,5.2,0,1.0
8.8,5.2,0,1.0
8.9,5.2,0,1.0
9.0,5.2,0,1.0
9.1,5.2,0,1.0
9.2,5.2,0,1.0
9.3,5.2,0,1.0
9.4,5.2,0,1.0
9.5,5.2,0,1.0
9.6,5.2,0,1.0
9.7,5.2,0,1.0
9.8,5.2,0,1.0
9.9,5.2,0,1.0
10.0,5.2,0,1.0
0.0,5.3,0,1.0
0.1,5.3,0,1.0
0.2,5.3,0,1.0
0.3,5.3,0,1.0
0.4,5.3,0,1.0
0.5,5.3,0,1.0
0.6,5.3,0,1.0
0.7,5.3,0,1.0
0.8,5.3,0,1.0
0.9,5.3,0,1.0
1.0,5.3,0,1.0
1.1,5.3,0,1.0
1.2,5.3,0,1.0
1.3,5.3,0,1.0
1.4,5.3,0,1.0
1.5,5.3,0,1.0
1.6,5.3,0,1.0
1.7,5.3,0,1.0
1.8,5.3,0,1.0
1.9,5.3,0,1.0
2.0,5.3,0,1.0
2.1,5.3,0,1.0
2.2,5.3,0,1.0
2.3,5.3,0,1.0
2.4,5.3,0,1.0
2.5,5.3,0,1.0
2.6,5.3,0,1.0
2.7,5.3,0,1.0
2.8,5.3,0,1.0
2.9,5.3,0,1.0
3.0,5.3,0,1.0
3.1,5.3,0,1.0
3.2,5.3,0,1.0
3.3,5.3,0,1.0
3.4,5.3,0,1.0
3.5,5.3,0,1.0
3.6,5.3,0,1.0
3.7,5.3,0,1.0
3.8,5.3,0,1.0
3.9,5.3,0,1.0
4.0,5.3,0,1.0
4.1,5.3,0,1.0
4.2,5.3,0,1.0
4.3,5.3,0,1.0
4.4,5.3,0,1.0
4.5,5.3,0,1.0
4.6,5.3,0,1.0
4.7,5.3,0,1.0
4.8,5.3,0,1.0
4.9,5.3,0,1.0
5.0,5.3,0,1.0
5.1,5.3,0,1.0
5.2,5.3,0,1.0
5.3,5.3,0,1.0
5.4,5.3,0,1.0
5.5,5.3,0,1.0
5.6,5.3,0,1.0
5.7,5.3,0,1.0
5.8,5.3,0,1.0
5.9,5.3,0,1.0
6.0,5.3,0,1.0
6.1,5.3,0,1.0
6.2,5.3,0,1.0
6.3,5.3,0,1.0
6.4,5.3,0,1.0
6.5,5.3,0,1.0
6.6,5.3,0,1.0
6.7,5.3,0,1.0
6.8,5.3,0,1.0
6.9,5.3,0,1.0
7.0,5.3,0,1.0
7.1,5.3,0,1.0
7.2,5.3,0,1.0
7.3,5.3,0,1.0
7.4,5.3,0,1.0
7.5,5.3,0,1.0
7.6,5.3,0,1.0
7.7,5.3,0,1.0
7.8,5.3,0,1.0
7.9,5.3,0,1.0
8.0,5.3,0,1.0
8.1,5.3,0,1.0
8.2,5.3,0,1.0
8.3,5.3,0,1.0
8.4,5.3,0,1.0
8.5,5.3,0,1.0
8.6,5.3,0,1.0
8.7,5.3,0,1.0
8.8,5.3,0,1.0
8.9,5.3,0,1.0
9.0,5.3,0,1.0
9.1,5.3,0,1.0
9.2,5.3,0,1.0
9.3,5.3,0,1.0
9.4,5.3,0,1.0
9.5,5.3,0,1.0
9.6,5.3,0,1.0
9.7,5.3,0,1.0
9.8,5.3,0,1.0
9.9,5.3,0,1.0
10.0,5.3,0,1.0
0.0,5.4,0,1.0
0.1,5.4,0,1.0
0.2,5.4,0,1.0
0.3,5.4,0,1.0
0.4,5.4,0,1.0
0.5,5.4,0,1.0
0.6,5.4,0,1.0
0.7,5.4,0,1.0
0.8,5.4,0,1.0
0.9,5.4,0,1.0
1.0,5.4,0,1.0
1.1,5.4,0,1.0
1.2,5.4,0,1.0
1.3,5.4,0,1.0
1.4,5.4,0,1.0
1.5,5.4,0,1.0
1.6,5.4,0,1.0
1.7,5.4,0,1.0
1.8,5.4,0,1.0
1.9,5.4,0,1.0
2.0,5.4,0,1.0
2.1,5.4,0,1.0
2.2,5.4,0,1.0
2.3,5.4,0,1.0
2.4,5.4,0,1.0
2.5,5.4,0,1.0
2.6,5.4,0,1.0
2.7,5.4,0,1.0
2.8,5.4,0,1.0
2.9,5.4,0,1.0
3.0,5.4,0,1.0
3.1,5.4,0,1.0
3.2,5.4,0,1.0
3.3,5.4,0,1.0
3.4,5.4,0,1.0
3.5,5.4,0,1.0
3.6,5.4,0,1.0
3.7,5.4,0,1.0
3.8,5.4,0,1.0
3.9,5.4,0,1.0
4.0,5.4,0,1.0
4.1,5.4,0,1.0
4.2,5.4,0,1.0
4.3,5.4,0,1.0
4.4,5.4,0,1.0
4.5,5.4,0,1.0
4.6,5.4,0,1.0
4.7,5.4,0,1.0
4.8,5.4,0,1.0
4.9,5.4,0,1.0
5.0,5.4,0,1.0
5.1,5.4,0,1.0
5.2,5.4,0,1.0
5.3,5.4,0,1.0
5.4,5.4,0,1.0
5.5,5.4,0,1.0
5.6,5.4,0,1.0
5.7,5.4,0,1.0
5.8,5.4,0,1.0
5.9,5.4,0,1.0
6.0,5.4,0,1.0
6.1,5.4,0,1.0
6.2,5.4,0,1.0
6.3,5.4,0,1.0
6.4,5.4,0,1.0
6.5,5.4,0,1.0
6.6,5.4,0,1.0
6.7,5.4,0,1.0
6.8,5.4,0,1.0
6.9,5.4,0,1.0
7.0,5.4,0,1.0
7.1,5.4,0,1.0
7.2,5.4,0,1.0
7.3,5.4,0,1.0
7.4,5.4,0,1.0
7.5,5.4,0,1.0
7.6,5.4,0,1.0
7.7,5.4,0,1.0
7.8,5.4,0,1.0
7.9,5.4,0,1.0
8.0,5.4,0,1.0
8.1,5.4,0,1.0
8.2,5.4,0,1.0
8.3,5.4,0,1.0
8.4,5.4,0,1.0
8.5,5.4,0,1.0
8.6,5.4,0,1.0
8.7,5.4,0,1.0
8.8,5.4,0,1.0
8.9,5.4,0,1.0
9.0,5.4,0,1.0
9.1,5.4,0,1.0
9.2,5.4,0,1.0
9.3,5.4,0,1.0
9.4,5.4,0,1.0
9.5,5.4,0,1.0
9.6,5.4,0,1.0
9.7,5.4,0,1.0
9.8,5.4,0,1.0
9.9,5.4,0,1.0
10.0,5.4,0,1.0
0.0,5.5,0,1.0
0.1,5.5,0,1.0
0.2,5.5,0,1.0
0.3,5.5,0,1.0
0.4,5.5,0,1.0
0.5,5.5,0,1.0
0.6,5.5,0,1.0
0.7,5.5,0,1.0
0.8,5.5,0,1.0
0.9,5.5,0,1.0
1.0,5.5,0,1.0
1.1,5.5,0,1.0
1.2,5.5,0,1.0
1.3,5.5,0,1.0
1.4,5.5,0,1.0
1.5,5.5,0,1.0
1.6,5.5,0,1.0
1.7,5.5,0,1.0
1.8,5.5,0,1.0
1.9,5.5,0,1.0
2.0,5.5,0,1.0
2.1,5.5,0,1.0
2.2,5.5,0,1.0
2.3,5.5,0,1.0
2.4,5.5,0,1.0
2.5,5.5,0,1.0
2.6,5.5,0,1.0
2.7,5.5,0,1.0
2.8,5.5,0,1.0
2.9,5.5,0,1.0
3.0,5.5,0,1.0
3.1,5.5,0,1.0
3.2,5.5,0,1.0
3.3,5.5,0,1.0
3.4,5.5,0,1.0
3.5,5.5,0,1.0
3.6,5.5,0,1.0
3.7,5.5,0,1.0
3.8,5.5,0,1.0
3.9,5.5,0,1.0
4.0,5.5,0,1.0
4.1,5.5,0,1.0
4.2,5.5,0,1.0
4.3,5.5,0,1.0
4.4,5.5,0,1.0
4.5,5.5,0,1.0
4.6,5.5,0,1.0
4.7,5.5,0,1.0
4.8,5.5,0,1.0
4.9,5.5,0,1.0
5.0,5.5,0,1.0
5.1,5.5,0,1.0
5.2,5.5,0,1.0
5.3,5.5,0,1.0
5.4,5.5,0,1.0
5.5,5.5,0,1.0
5.6,5.5,0,1.0
5.7,5.5,0,1.0
5.8,5.5,0,1.0
5.9,5.5,0,1.0
6.0,5.5,0,1.0
6.1,5.5,0,1.0
6.2,5.5,0,1.0
6.3,5.5,0,1.0
6.4,5.5,0,1.0
6.5,5.5,0,1.0
6.6,5.5,0,1.0
6.7,5.5,0,1.0
6.8,5.5,0,1.0
6.9,5.5,0,1.0
7.0,5.5,0,1.0
7.1,5.5,0,1.0
7.2,5.5,0,1.0
7.3,5.5,0,1.0
7.4,5.5,0,1.0
7.5,5.5,0,1.0
7.6,5.5,0,1.0
7.7,5.5,0,1.0
7.8,5.5,0,1.0
7.9,5.5,0,1.0
8.0,5.5,0,1.0
8.1,5.5,0,1.0
8.2,5.5,0,1.0
8.3,5.5,0,1.0
8.4,5.5,0,1.0
8.5,5.5,0,1.0
8.6,5.5,0,1.0
8.7,5.5,0,1.0
8.8,5.5,0,1.0
8.9,5.5,0,1.0
9.0,5.5,0,1.0
9.1,5.5,0,1.0
9.2,5.5,0,1.0
9.3,5.5,0,1.0
9.4,5.5,0,1.0
9.5,5.5,0,1.0
9.6,5.5,0,1.0
9.7,5.5,0,1.0
9.8,5.5,0,1.0
9.9,5.5,0,1.0
10.0,5.5,0,1.0
0.0,5.6,0,1.0
0.1,5.6,0,1.0
0.2,5.6,0,1.0
0.3,5.6,0,1.0
0.4,5.6,0,1.0
0.5,5.6,0,1.0
0.6,5.6,0,1.0
0.7,5.6,0,1.0
0.8,5.6,0,1.0
0.9,5.6,0,1.0
1.0,5.6,0,1.0
1.1,5.6,0,1.0
1.2,5.6,0,1.0
1.3,5.6,0,1.0
1.4,5.6,0,1.0
1.5,5.6,0,1.0
1.6,5.6,0,1.0
1.7,5.6,0,1.0
1.8,5.6,0,1.0
1.9,5.6,0,1.0
2.0,5.6,0,1.0
2.1,5.6,0,1.0
2.2,5.6,0,1.0
2.3,5.6,0,1.0
2.4,5.6,0,1.0
2.5,5.6,0,1.0
2.6,5.6,0,1.0
2.7,5.6,0,1.0
2.8,5.6,0,1.0
2.9,5.6,0,1.0
3.0,5.6,0,1.0
3.1,5.6,0,1.0
3.2,5.6,0,1.0
3.3,5.6,0,1.0
3.4,5.6,0,1.0
3.5,5.6,0,1.0
3.6,5.6,0,1.0
3.7,5.6,0,1.0
3.8,5.6,0,1.0
3.9,5.6,0,1.0
4.0,5.6,0,1.0
4.1,5.6,0,1.0
4.2,5.6,0,1.0
4.3,5.6,0,1.0
4.4,5.6,0,1.0
4.5,5.6,0,1.0
4.6,5.6,0,1.0
4.7,5.6,0,1.0
4.8,5.6,0,1.0
4.9,5.6,0,1.0
5.0,5.6,0,1.0
5.1,5.6,0,1.0
5.2,5.6,0,1.0
5.3,5.6,0,1.0
5.4,5.6,0,1.0
5.5,5.6,0,1.0
5.6,5.6,0,1.0
5.7,5.6,0,1.0
5.8,5.6,0,1.0
5.9,5.6,0,1.0
6.0,5.6,0,1.0
6.1,5.6,0,1.0
6.2,5.6,0,1.0
6.3,5.6,0,1.0
6.4,5.6,0,1.0
6.5,5.6,0,1.0
6.6,5.6,0,1.0
6.7,5.6,0,1.0
6.8,5.6,0,1.0
6.9,5.6,0,1.0
7.0,5.6,0,1.0
7.1,5.6,0,1.0
7.2,5.6,0,1.0
7.3,5.6,0,1.0
7.4,5.6,0,1.0
7.5,5.6,0,1.0
7.6,5.6,0,1.0
7.7,5.6,0,1.0
7.8,5.6,0,1.0
7.9,5.6,0,1.0
8.0,5.6,0,1.0
8.1,5.6,0,1.0
8.2,5.6,0,1.0
8.3,5.6,0,1.0
8.4,5.6,0,1.0
8.5,5.6,0,1.0
8.6,5.6,0,1.0
8.7,5.6,0,1.0
8.8,5.6,0,1.0
8.9,5.6,0,1.0
9.0,5.6,0,1.0
9.1,5.6,0,1.0
9.2,5.6,0,1.0
9.3,5.6,0,1.0
9.4,5.6,0,1.0
9.5,5.6,0,1.0
9.6,5.6,0,1.0
9.7,5.6,0,1.0
9.8,5.6,0,1.0
9.9,5.6,0,1.0
10.0,5.6,0,1.0
0.0,5.7,0,1.0
0.1,5.7,0,1.0
0.2,5.7,0,1.0
0.3,5.7,0,1.0
0.4,5.7,0,1.0
0.5,5.7,0,1.0
0.6,5.7,0,1.0
0.7,5.7,0,1.0
0.8,5.7,0,1.0
0.9,5.7,0,1.0
1.0,5.7,0,1.0
1.1,5.7,0,1.0
1.2,5.7,0,1.0
1.3,5.7,0,1.0
1.4,5.7,0,1.0
1.5,5.7,0,1.0
1.6,5.7,0,1.0
1.7,5.7,0,1.0
1.8,5.7,0,1.0
1.9,5.7,0,1.0
2.0,5.7,0,1.0
2.1,5.7,0,1.0
2.2,5.7,0,1.0
2.3,5.7,0,1.0
2.4,5.7,0,1.0
2.5,5.7,0,1.0
2.6,5.7,0,1.0
2.7,5.7,0,1.0
2.8,5.7,0,1.0
2.9,5.7,0,1.0
3.0,5.7,0,1.0
3.1,5.7,0,1.0
3.2,5.7,0,1.0
3.3,5.7,0,1.0
3.4,5.7,0,1.0
3.5,5.7,0,1.0
3.6,5.7,0,1.0
3.7,5.7,0,1.0
3.8,5.7,0,1.0
3.9,5.7,0,1.0
4.0,5.7,0,1.0
4.1,5.7,0,1.0
4.2,5.7,0,1.0
4.3,5.7,0,1.0
4.4,5.7,0,1.0
4.5,5.7,0,1.0
4.6,5.7,0,1.0
4.7,5.7,0,1.0
4.8,5.7,0,1.0
4.9,5.7,0,1.0
5.0,5.7,0,1.0
5.1,5.7,0,1.0
5.2,5.7,0,1.0
5.3,5.7,0,1.0
5.4,5.7,0,1.0
5.5,5.7,0,1.0
5.6,5.7,0,1.0
5.7,5.7,0,1.0
5.8,5.7,0,1.0
5.9,5.7,0,1.0
6.0,5.7,0,1.0
6.1,5.7,0,1.0
6.2,5.7,0,1.0
6.3,5.7,0,1.0
6.4,5.7,0,1.0
6.5,5.7,0,1.0
6.6,5.7,0,1.0
6.7,5.7,0,1.0
6.8,5.7,0,1.0
6.9,5.7,0,1.0
7.0,5.7,0,1.0
7.1,5.7,0,1.0
7.2,5.7,0,1.0
7.3,5.7,0,1.0
7.4,5.7,0,1.0
7.5,5.7,0,1.0
7.6,5.7,0,1.0
7.7,5.7,0,1.0
7.8,5.7,0,1.0
7.9,5.7,0,1.0
8.0,5.7,0,1.0
8.1,5.7,0,1.0
8.2,5.7,0,1.0
8.3,5.7,0,1.0
8.4,5.7,0,1.0
8.5,5.7,0,1.0
8.6,5.7,0,1.0
8.7,5.7,0,1.0
8.8,5.7,0,1.0
8.9,5.7,0,1.0
9.0,5.7,0,1.0
9.1,5.7,0,1.0
9.2,5.7,0,1.0
9.3,5.7,0,1.0
9.4,5.7,0,1.0
9.5,5.7,0,1.0
9.6,5.7,0,1.0
9.7,5.7,0,1.0
9.8,5.7,0,1.0
9.9,5.7,0,1.0
10.0,5.7,0,1.0
0.0,5.8,0,1.0
0.1,5.8,0,1.0
0.2,5.8,0,1.0
0.3,5.8,0,1.0
0.4,5.8,0,1.0
0.5,5.8,0,1.0
0.6,5.8,0,1.0
0.7,5.8,0,1.0
0.8,5.8,0,1.0
0.9,5.8,0,1.0
1.0,5.8,0,1.0
1.1,5.8,0,1.0
1.2,5.8,0,1.0
1.3,5.8,0,1.0
1.4,5.8,0,1.0
1.5,5.8,0,1.0
1.6,5.8,0,1.0
1.7,5.8,0,1.0
1.8,5.8,0,1.0
1.9,5.8,0,1.0
2.0,5.8,0,1.0
2.1,5.8,0,1.0
2.2,5.8,0,1.0
2.3,5.8,0,1.0
2.4,5.8,0,1.0
2.5,5.8,0,1.0
2.6,5.8,0,1.0
2.7,5.8,0,1.0
2.8,5.8,0,1.0
2.9,5.8,0,1.0
3.0,5.8,0,1.0
3.1,5.8,0,1.0
3.2,5.8,0,1.0
3.3,5.8,0,1.0
3.4,5.8,0,1.0
3.5,5.8,0,1.0
3.6,5.8,0,1.0
3.7,5.8,0,1.0
3.8,5.8,0,1.0
3.9,5.8,0,1.0
4.0,5.8,0,1.0
4.1,5.8,0,1.0
4.2,5.8,0,1.0
4.3,5.8,0,1.0
4.4,5.8,0,1.0
4.5,5.8,0,1.0
4.6,5.8,0,1.0
4.7,5.8,0,1.0
4.8,5.8,0,1.0
4.9,5.8,0,1.0
5.0,5.8,0,1.0
5.1,5.8,0,1.0
5.2,5.8,0,1.0
5.3,5.8,0,1.0
5.4,5.8,0,1.0
5.5,5.8,0,1.0
5.6,5.8,0,1.0
5.7,5.8,0,1.0
5.8,5.8,0,1.0
5.9,5.8,0,1.0
6.0,5.8,0,1.0
6.1,5.8,0,1.0
6.2,5.8,0,1.0
6.3,5.8,0,1.0
6.4,5.8,0,1.0
6.5,5.8,0,1.0
6.6,5.8,0,1.0
6.7,5.8,0,1.0
6.8,5.8,0,1.0
6.9,5.8,0,1.0
7.0,5.8,0,1.0
7.1,5.8,0,1.0
7.2,5.8,0,1.0
7.3,5.8,0,1.0
7.4,5.8,0,1.0
7.5,5.8,0,1.0
7.6,5.8,0,1.0
7.7,5.8,0,1.0
7.8,5.8,0,1.0
7.9,5.8,0,1.0
8.0,5.8,0,1.0
8.1,5.8,0,1.0
8.2,5.8,0,1.0
8.3,5.8,0,1.0
8.4,5.8,0,1.0
8.5,5.8,0,1.0
8.6,5.8,0,1.0
8.7,5.8,0,1.0
8.8,5.8,0,1.0
8.9,5.8,0,1.0
9.0,5.8,0,1.0
9.1,5.8,0,1.0
9.2,5.8,0,1.0
9.3,5.8,0,1.0
9.4,5.8,0,1.0
9.5,5.8,0,1.0
9.6,5.8,0,1.0
9.7,5.8,0,1.0
9.8,5.8,0,1.0
9.9,5.8,0,1.0
10.0,5.8,0,1.0
0.0,5.9,0,1.0
0.1,5.9,0,1.0
0.2,5.9,0,1.0
0.3,5.9,0,1.0
0.4,5.9,0,1.0
0.5,5.9,0,1.0
0.6,5.9,0,1.0
0.7,5.9,0,1.0
0.8,5.9,0,1.0
0.9,5.9,0,1.0
1.0,5.9,0,1.0
1.1,5.9,0,1.0
1.2,5.9,0,1.0
1.3,5.9,0,1.0
1.4,5.9,0,1.0
1.5,5.9,0,1.0
1.6,5.9,0,1.0
1.7,5.9,0,1.0
1.8,5.9,0,1.0
1.9,5.9,0,1.0
2.0,5.9,0,1.0
2.1,5.9,0,1.0
2.2,5.9,0,1.0
2.3,5.9,0,1.0
2.4,5.9,0,1.0
2.5,5.9,0,1.0
2.6,5.9,0,1.0
2.7,5.9,0,1.0
2.8,5.9,0,1.0
2.9,5.9,0,1.0
3.0,5.9,0,1.0
3.1,5.9,0,1.0
3.2,5.9,0,1.0
3.3,5.9,0,1.0
3.4,5.9,0,1.0
3.5,5.9,0,1.0
3.6,5.9,0,1.0
3.7,5.9,0,1.0
3.8,5.9,0,1.0
3.9,5.9,0,1.0
4.0,5.9,0,1.0
4.1,5.9,0,1.0
4.2,5.9,0,1.0
4.3,5.9,0,1.0
4.4,5.9,0,1.0
4.5,5.9,0,1.0
4.6,5.9,0,1.0
4.7,5.9,0,1.0
4.8,5.9,0,1.0
4.9,5.9,0,1.0
5.0,5.9,0,1.0
5.1,5.9,0,1.0
5.2,5.9,0,1.0
5.3,5.9,0,1.0
5.4,5.9,0,1.0
5.5,5.9,0,1.0
5.6,5.9,0,1.0
5.7,5.9,0,1.0
5.8,5.9,0,1.0
5.9,5.9,0,1.0
6.0,5.9,0,1.0
6.1,5.9,0,1.0
6.2,5.9,0,1.0
6.3,5.9,0,1.0
6.4,5.9,0,1.0
6.5,5.9,0,1.0
6.6,5.9,0,1.0
6.7,5.9,0,1.0
6.8,5.9,0,1.0
6.9,5.9,0,1.0
7.0,5.9,0,1.0
7.1,5.9,0,1.0
7.2,5.9,0,1.0
7.3,5.9,0,1.0
7.4,5.9,0,1.0
7.5,5.9,0,1.0
7.6,5.9,0,1.0
7.7,5.9,0,1.0
7.8,5.9,0,1.0
7.9,5.9,0,1.0
8.0,5.9,0,1.0
8.1,5.9,0,1.0
8.2,5.9,0,1.0
8.3,5.9,0,1.0
8.4,5.9,0,1.0
8.5,5.9,0,1.0
8.6,5.9,0,1.0
8.7,5.9,0,1.0
8.8,5.9,0,1.0
8.9,5.9,0,1.0
9.0,5.9,0,1.0
9.1,5.9,0,1.0
9.2,5.9,0,1.0
9.3,5.9,0,1.0
9.4,5.9,0,1.0
9.5,5.9,0,1.0
9.6,5.9,0,1.0
9.7,5.9,0,1.0
9.8,5.9,0,1.0
9.9,5.9,0,1.0
10.0,5.9,0,1.0
0.0,6.0,0,10.0
0.1,6.0,0,10.0
0.2,6.0,0,10.0
0.3,6.0,0,10.0
0.4,6.0,0,10.0
0.5,6.0,0,10.0
0.6,6.0,0,10.0
0.7,6.0,0,10.0
0.8,6.0,0,10.0
0.9,6.0,0,10.0
1.0,6.0,0,10.0
1.1,6.0,0,10.0
1.2,6.0,0,10.0
1.3,6.0,0,10.0
1.4,6.0,0,10.0
1.5,6.0,0,10.0
1.6,6.0,0,10.0
1.7,6.0,0,10.0
1.8,6.0,0,10.0
1.9,6.0,0,10.0
2.0,6.0,0,10.0
2.1,6.0,0,10.0
2.2,6.0,0,10.0
2.3,6.0,0,10.0
2.4,6.0,0,10.0
2.5,6.0,0,10.0
2.6,6.0,0,10.0
2.7,6.0,0,10.0
2.8,6.0,0,10.0
2.9,6.0,0,10.0
3.0,6.0,0,10.0
3.1,6.0,0,10.0
3.2,6.0,0,10.0
3.3,6.0,0,10.0
3.4,6.0,0,10.0
3.5,6.0,0,10.0
3.6,6.0,0,10.0
3.7,6.0,0,10.0
3.8,6.0,0,10.0
3.9,6.0,0,10.0
4.0,6.0,0,10.0
4.1,6.0,0,10.0
4.2,6.0,0,10.0
4.3,6.0,0,10.0
4.4,6.0,0,10.0
4.5,6.0,0,10.0
4.6,6.0,0,10.0
4.7,6.0,0,10.0
4.8,6.0,0,10.0
4.9,6.0,0,10.0
5.0,6.0,0,10.0
5.1,6.0,0,10.0
5.2,6.0,0,10.0
5.3,6.0,0,10.0
5.4,6.0,0,10.0
5.5,6.0,0,10.0
5.6,6.0,0,10.0
5.7,6.0,0,10.0
5.8,6.0,0,10.0
5.9,6.0,0,10.0
6.0,6.0,0,10.0
6.1,6.0,0,10.0
6.2,6.0,0,10.0
6.3,6.0,0,10.0
6.4,6.0,0,10.0
6.5,6.0,0,10.0
6.6,6.0,0,10.0
6.7,6.0,0,10.0
6.8,6.0,0,10.0
6.9,6.0,0,10.0
7.0,6.0,0,10.0
7.1,6.0,0,10.0
7.2,6.0,0,10.0
7.3,6.0,0,10.0
7.4,6.0,0,10.0
7.5,6.0,0,10.0
7.6,6.0,0,10.0
7.7,6.0,0,10.0
7.8,6.0,0,10.0
7.9,6.0,0,10.0
8.0,6.0,0,10.0
8.1,6.0,0,10.0
8.2,6.0,0,10.0
8.3,6.0,0,10.0
8.4,6.0,0,10.0
8.5,6.0,0,10.0
8.6,6.0,0,10.0
8.7,6.0,0,10.0
8.8,6.0,0,10.0
8.9,6.0,0,10.0
9.0,6.0,0,10.0
9.1,6.0,0,10.0
9.2,6.0,0,10.0
9.3,6.0,0,10.0
9.4,6.0,0,10.0
9.5,6.0,0,10.0
9.6,6.0,0,10.0
9.7,6.0,0,10.0
9.8,6.0,0,10.0
9.9,6.0,0,10.0
10.0,6.0,0,10.0
0.0,0.0,2,1.0
0.1,0.0,2,1.0
